Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Myeloid-AML::SP109002	1391	0.772	67057671.66	4820824.706%	7881412.714	3567126.63%	0.28392	0.562
Myeloid-AML::SP109001	519	0.802	25020080.224	4820824.706%	2940659.816	3913234.675%	0.28177	0.541
Myeloid-AML::SP109006	1209	0.813	58283770.696	4820824.706%	6850199.686	3755747.721%	0.22696	0.618
Myeloid-AML::SP108998	2116	0.779	102008650.779	4820824.706%	11989261.122	3532247.288%	0.25268	0.592
Myeloid-AML::SP127706	3353	0.531	299537188.695	8933408.55%	35486560.526	4590719.739%	0.59356	0.329
Myeloid-AML::SP108999	1540	0.806	74240700.472	4820824.706%	8725650.189	3780917.639%	0.22972	0.591
Myeloid-AML::SP109007	1528	0.778	73662201.508	4820824.706%	8657653.011	3551202.1%	0.26157	0.583
Myeloid-AML::SP109003	990	0.821	47726164.589	4820824.706%	5609339.722	3644888.245%	0.23698	0.671
Myeloid-MDS::SP116868	1119	0.733	53945028.46	4820824.706%	6340259.348	3388575.529%	0.31612	0.517
Myeloid-MDS::SP116794	550	0.785	26514535.883	4820824.706%	3116300.652	3526255.963%	0.3231	0.611
Myeloid-MDS::SP116791	637	0.793	30708653.377	4820824.706%	3609244.545	3642729.42%	0.2862	0.597
Myeloid-MDS::SP116866	1074	0.759	51775657.342	4820824.706%	6085290.183	3534496.381%	0.29147	0.538
Myeloid-MPN::SP116883	2002	0.809	96512910.614	4820824.706%	11343352.023	3906857.965%	0.21495	0.563
Myeloid-MPN::SP116815	817	0.625	39386137.848	4820824.706%	4629125.147	2867719.804%	0.48493	0.416
Myeloid-MPN::SP116853	1261	0.76	60790599.543	4820824.706%	7144837.808	3649555.405%	0.28943	0.507
Myeloid-MPN::SP116901	857	0.768	41314467.73	4820824.706%	4855764.433	3495165.174%	0.31888	0.575
Myeloid-MPN::SP116830	3072	0.835	148095734.968	4820824.706%	17405979.837	3996951.907%	0.17077	0.609
Myeloid-MPN::SP116802	846	0.819	40784177.013	4820824.706%	4793440.247	3792392.614%	0.24416	0.624
Myeloid-MPN::SP116885	2260	0.786	108950638.356	4820824.706%	12805183.26	3803762.161%	0.23504	0.529
Myeloid-MPN::SP116834	987	0.802	47581539.848	4820824.706%	5592347.711	3738631.358%	0.25313	0.593
Myeloid-MPN::SP116913	1501	0.791	72360578.837	4820824.706%	8504673.536	3662848.478%	0.24443	0.585
Myeloid-MPN::SP116799	2282	0.867	110011219.791	4820824.706%	12929845.138	4352323.851%	0.17452	0.605
Myeloid-MPN::SP116920	446	0.724	21500878.189	4820824.706%	2527037.21	3291038.019%	0.48059	0.524
Myeloid-MPN::SP116835	1644	0.776	79254358.167	4820824.706%	9314911.461	3578690.014%	0.26231	0.57
Myeloid-MPN::SP116852	829	0.748	39964636.813	4820824.706%	4697120.496	3546739.464%	0.31197	0.507
Myeloid-MPN::SP116902	1225	0.782	59055102.648	4820824.706%	6940852.468	3535503.926%	0.29191	0.6
Myeloid-MPN::SP116871	368	0.779	17740634.918	4820824.706%	2085089.151	3552982.408%	0.34739	0.586
Myeloid-MPN::SP116820	1488	0.784	71733871.625	4820824.706%	8431018.845	3701091.784%	0.25937	0.556
Myeloid-MPN::SP116889	1548	0.81	74626366.449	4820824.706%	8770983.664	3914057.886%	0.22632	0.563
Myeloid-MPN::SP116923	1271	0.788	61272682.013	4820824.706%	7201490.118	3596387.08%	0.2763	0.597
Myeloid-MPN::SP116829	2816	0.831	135754423.721	4820824.706%	15955480.088	3960334.655%	0.18037	0.607
Myeloid-MPN::SP116872	352	0.769	16969302.965	4820824.706%	1994435.776	3733301.558%	0.36661	0.503
Myeloid-MPN::SP116904	269	0.656	12968018.459	4820824.706%	1524155.507	3053812.833%	0.64364	0.432
Myeloid-MPN::SP116806	1664	0.763	80218523.108	4820824.706%	9428231.738	3523987.843%	0.26802	0.554
Myeloid-MPN::SP116857	1603	0.825	77277820.037	4820824.706%	9082609.567	3888529.563%	0.20232	0.612
Myeloid-MPN::SP116888	748	0.785	36059768.801	4820824.706%	4238170.111	3569689.476%	0.3084	0.596
Myeloid-MPN::SP116818	870	0.682	41941174.942	4820824.706%	4929430.784	3358876.892%	0.46956	0.396
Myeloid-MPN::SP116837	3162	0.832	152434477.204	4820824.706%	17915916.871	3945930.901%	0.18354	0.617
Myeloid-MPN::SP116905	376	0.724	18126300.895	4820824.706%	2130416.458	3251123.658%	0.4561	0.536
Myeloid-MPN::SP116804	1743	0.769	84026974.626	4820824.706%	9875847.512	3575086.009%	0.26551	0.554
Myeloid-MPN::SP116819	884	0.752	42616090.401	4820824.706%	5008752.688	3626295.293%	0.33585	0.493
Myeloid-MPN::SP116856	1337	0.851	64454426.319	4820824.706%	7575451.816	4017521.399%	0.17675	0.651
Myeloid-MPN::SP116839	1860	0.761	89667339.532	4820824.706%	10538773.678	3593483.079%	0.26434	0.527
Myeloid-MPN::SP116925	922	0.775	44448003.789	4820824.706%	5224057.383	3611828.318%	0.31696	0.557
Myeloid-MPN::SP116878	1272	0.789	61320890.26	4820824.706%	7207157.522	3631558.763%	0.27984	0.588
Myeloid-MPN::SP116893	1702	0.79	82050436.496	4820824.706%	9643539.226	3635578.58%	0.23935	0.591
Myeloid-MPN::SP116876	182	0.631	8773900.965	4820824.706%	1031213.83	3046186.016%	0.70709	0.372
Myeloid-MPN::SP116927	1324	0.788	63827719.107	4820824.706%	7501790.702	3648616.953%	0.27027	0.581
Myeloid-MPN::SP116909	1067	0.794	51438199.613	4820824.706%	6045626.061	3640952.576%	0.25563	0.6
Myeloid-MPN::SP116795	358	0.742	17258552.447	4820824.706%	2028430.265	3473624.684%	0.42446	0.514
Myeloid-MPN::SP116826	1109	0.685	53462945.99	4820824.706%	6283600.278	3188987.508%	0.3692	0.459
Myeloid-MPN::SP116891	754	0.774	36349018.283	4820824.706%	4272168.725	3620221.981%	0.29631	0.552
Myeloid-MPN::SP116860	1158	0.766	55825150.095	4820824.706%	6561236.032	3605619.045%	0.30795	0.537
Myeloid-MPN::SP116848	1485	0.793	71589246.884	4820824.706%	8414020.216	3726704.295%	0.25086	0.57
Myeloid-MPN::SP116910	2101	0.828	101285527.073	4820824.706%	11904291.167	4064887.165%	0.19934	0.569
Myeloid-MPN::SP116797	274	0.667	13209059.694	4820824.706%	1552484.814	3036508.975%	0.59109	0.462
Myeloid-MPN::SP116862	1773	0.767	85473222.037	4820824.706%	10045827.65	3565243.087%	0.28313	0.551
Myeloid-MPN::SP116823	832	0.696	40109261.554	4820824.706%	4714116.552	3236294.933%	0.37323	0.472
Myeloid-MPN::SP116897	416	0.741	20054630.777	4820824.706%	2357058.577	3464764.337%	0.46558	0.514
Myeloid-MPN::SP116846	966	0.78	46569166.66	4820824.706%	5473359.891	3581109.38%	0.28703	0.579
Myeloid-MPN::SP116784	83	0.702	7414729.097	8933408.551%	878432.62	6076245.488%	0.79962	0.479
Myeloid-MPN::SP116896	423	0.801	20392088.506	4820824.706%	2396720.446	3729880.685%	0.32845	0.591
Myeloid-MPN::SP116824	648	0.695	31238944.095	4820824.706%	3671571.743	3235901.299%	0.38521	0.467
Myeloid-MPN::SP116881	997	0.785	48063622.319	4820824.706%	5649005.036	3575391.255%	0.27574	0.594
Myeloid-MPN::SP116812	1063	0.642	51245366.625	4820824.706%	6022964.045	2989920.221%	0.41455	0.418
Myeloid-MPN::SP116915	2145	0.775	103406689.944	4820824.706%	12153581.454	3596537.018%	0.25389	0.562
Myeloid-MPN::SP116786	1347	0.782	64936508.79	4820824.706%	7632106.538	3573943.786%	0.27597	0.588
Myeloid-MPN::SP116851	477	0.75	22995333.848	4820824.706%	2702685.683	3550330.807%	0.34912	0.51
Ovary-AdenoCA::SP101845	13557	0.952	653559205.392	4820824.706%	76814206.908	4932404.985%	0.05488	0.791
Ovary-AdenoCA::SP101682	5863	0.873	282644952.513	4820824.706%	33219808.626	4166303.157%	0.12215	0.676
Ovary-AdenoCA::SP61553	2545	0.83	16871491.089	662926.958%	2023865.356	543553.179%	0.17403	0.628
Ovary-AdenoCA::SP101724	15273	0.939	2009155673.256	13154951.046%	245200865.022	12737466.663%	0.07142	0.815
Ovary-AdenoCA::SP102103	5652	0.939	272473012.383	4820824.706%	32024293.04	4564422.174%	0.06584	0.798
Ovary-AdenoCA::SP102174	9986	0.956	481407555.141	4820824.706%	56580821.177	4800055.091%	0.05219	0.824
Ovary-AdenoCA::SP101622	10834	0.936	522288148.648	4820824.706%	61385662.195	4944260.891%	0.07414	0.72
Ovary-AdenoCA::SP102161	7263	0.928	350136498.397	4820824.706%	41152238.097	4517744.45%	0.07298	0.767
Ovary-AdenoCA::SP101654	8524	0.977	410927097.939	4820824.706%	48297087.006	4798665.769%	0.02629	0.906
Ovary-AdenoCA::SP102074	5024	0.93	242198233.229	4820824.706%	28466031.742	4470974.554%	0.0734	0.785
Ovary-AdenoCA::SP101694	12156	0.942	586019451.261	4820824.706%	68876031.174	4589600.214%	0.05963	0.802
Ovary-AdenoCA::SP101616	12206	0.942	588429863.614	4820824.706%	69159438.555	4962785.497%	0.08303	0.744
Ovary-AdenoCA::SP101666	7399	0.962	356692819.997	4820824.706%	41922849.78	4879479.344%	0.04604	0.841
Ovary-AdenoCA::SP101558	5887	0.952	525909761.362	8933408.55%	62305283.315	9107314.815%	0.05788	0.804
Ovary-AdenoCA::SP102096	5159	0.917	248706346.583	4820824.706%	29230945.308	4426234.121%	0.0828	0.752
Ovary-AdenoCA::SP102084	6633	0.931	319765302.749	4820824.706%	37582662.05	4598331.561%	0.07437	0.762
Ovary-AdenoCA::SP101580	7041	0.959	339434267.549	4820824.706%	39894398.641	4755466.8%	0.04559	0.84
Ovary-AdenoCA::SP102064	6815	0.95	896509913.785	13154951.046%	109411683.254	13708982.847%	0.06201	0.823
Ovary-AdenoCA::SP101564	5546	0.779	729573585.011	13154951.046%	89038398.31	10017336.186%	0.20353	0.582
Ovary-AdenoCA::SP101921	10583	0.805	1392188469.198	13154951.046%	169905010.763	10103359.198%	0.19913	0.636
Ovary-AdenoCA::SP101648	7650	0.951	1006353755.019	13154951.046%	122817220.609	13675919.652%	0.06195	0.826
Ovary-AdenoCA::SP101628	8082	0.963	389619052.739	4820824.706%	45792708.205	4727262.666%	0.04075	0.862
Ovary-AdenoCA::SP101708	5040	0.948	242969565.182	4820824.706%	28556708.388	4718022.946%	0.05665	0.803
Ovary-AdenoCA::SP102055	2886	0.909	139129001.015	4820824.706%	16352100.841	4336496.793%	0.08806	0.745
Ovary-AdenoCA::SP101634	8963	0.954	1179078262.253	13154951.046%	143896816.227	13536607.906%	0.05844	0.839
Ovary-AdenoCA::SP101588	6688	0.929	322416756.337	4820824.706%	37894302.151	4643658.521%	0.07243	0.744
Ovary-AdenoCA::SP101584	7208	0.937	347485044.808	4820824.706%	40840614.372	4601865.262%	0.06478	0.784
Ovary-AdenoCA::SP101686	5453	0.894	262879571.218	4820824.706%	30896747.363	4280703.595%	0.09663	0.711
Ovary-AdenoCA::SP101532	9066	0.949	1192627861.83	13154951.046%	145550427.988	13400547.522%	0.06511	0.825
Ovary-AdenoCA::SP101732	15966	0.935	3808548441.562	23854117.76%	468743229.305	23749228.245%	0.07625	0.792
Ovary-AdenoCA::SP101528	7441	0.943	358717566.373	4820824.706%	42160833.665	4849511.447%	0.06727	0.766
Ovary-AdenoCA::SP101536	4098	0.894	197557396.452	4820824.706%	23219290.663	4156094.044%	0.10799	0.741
Ovary-AdenoCA::SP101576	10009	0.926	482516344.824	4820824.706%	56711134.657	4627414.79%	0.07844	0.736
Ovary-AdenoCA::SP102015	14533	0.935	1911809035.515	13154951.046%	233320612.458	13475441.891%	0.07191	0.774
Ovary-AdenoCA::SP102168	4401	0.934	212164495.311	4820824.706%	24936102.767	4447171.287%	0.06949	0.804
Ovary-AdenoCA::SP101716	13860	0.961	668166304.252	4820824.706%	78530975.909	4868520.794%	0.04752	0.836
Ovary-AdenoCA::SP101592	7070	0.955	340832306.714	4820824.706%	40058721.988	4791315.551%	0.0508	0.821
Ovary-AdenoCA::SP101658	1946	0.893	93813248.779	4820824.706%	11026048.859	4191353.722%	0.11047	0.731
Ovary-AdenoCA::SP102045	19440	0.949	2557322483.342	13154951.046%	312100266.618	13871813.486%	0.06175	0.817
Ovary-AdenoCA::SP101552	17006	0.936	1519215458.081	8933408.55%	179983633.005	8952563.926%	0.07388	0.749
Ovary-AdenoCA::SP101519	7156	0.979	344978215.961	4820824.706%	40545994.885	4883153.235%	0.02993	0.911
Ovary-AdenoCA::SP101690	13779	0.948	664261436.24	4820824.706%	78072008.207	4742642.632%	0.05355	0.801
Ovary-AdenoCA::SP102123	6961	0.889	1660485137.274	23854117.76%	204366803.535	20610343.078%	0.12174	0.756
Ovary-AdenoCA::SP101662	6352	0.961	306218785.325	4820824.706%	35990524.804	4828616.286%	0.05097	0.841
Ovary-AdenoCA::SP101600	2150	0.952	103647731.179	4820824.706%	12181916.479	4504104.441%	0.05348	0.853
Ovary-AdenoCA::SP101544	6411	0.933	309063071.902	4820824.706%	36324807.368	4611080.273%	0.07801	0.768
Ovary-AdenoCA::SP102133	40624	0.789	1958411828.565	4820824.706%	230175999.941	3816233.981%	0.28009	0.533
Ovary-AdenoCA::SP101881	10085	0.916	1326676812.989	13154951.046%	161910037.706	13361756.856%	0.09407	0.711
Ovary-AdenoCA::SP102035	7237	0.958	348883083.973	4820824.706%	41004964.547	4913036.663%	0.05184	0.82
Ovary-AdenoCA::SP101642	17059	0.931	822384486.597	4820824.706%	96656641.61	4931746.955%	0.07459	0.703
Ovary-AdenoCA::SP101596	5261	0.947	253623587.783	4820824.706%	29808897.314	4711993.209%	0.06378	0.799
Ovary-AdenoCA::SP101670	13280	0.954	640205520.957	4820824.706%	75244710.692	4913834.0%	0.05531	0.804
Ovary-AdenoCA::SP101674	6450	0.951	310943193.537	4820824.706%	36545817.724	4939138.161%	0.05911	0.789
Ovary-AdenoCA::SP101572	3731	0.852	179864969.781	4820824.706%	21139858.887	3896941.838%	0.15178	0.687
Ovary-AdenoCA::SP101678	14968	0.953	721581041.994	4820824.706%	84808944.3	4899518.009%	0.05286	0.802
Ovary-AdenoCA::SP101740	19236	0.948	927333840.446	4820824.706%	108991563.147	5008933.572%	0.0665	0.77
Ovary-AdenoCA::SP101700	7269	0.947	956233391.534	13154951.046%	116700437.198	13549708.331%	0.06536	0.813
Ovary-AdenoCA::SP101891	13145	0.959	633697407.604	4820824.706%	74479803.347	4956701.953%	0.04952	0.823
Ovary-AdenoCA::SP102143	8649	0.933	1137771715.969	13154951.046%	138855683.09	13126883.111%	0.07157	0.778
Ovary-AdenoCA::SP102113	6283	0.933	302892416.278	4820824.706%	35599583.953	4781535.566%	0.07466	0.733
Ovary-AdenoCA::SP101521	5945	0.923	286598028.772	4820824.706%	33684425.906	4430700.242%	0.08052	0.768
Ovary-AdenoCA::SP101526	18260	0.664	2402094061.0	13154951.046%	293155537.46	8197623.318%	0.34542	0.489
Ovary-AdenoCA::SP101540	4886	0.822	235545495.135	4820824.706%	27684108.676	3857529.203%	0.19076	0.612
Ovary-AdenoCA::SP101604	6626	0.953	319427845.02	4820824.706%	37543013.992	4794050.085%	0.05834	0.811
Ovary-AdenoCA::SP101548	6641	0.964	320150968.725	4820824.706%	37627997.765	4807603.463%	0.04254	0.853
Ovary-AdenoCA::SP101523	6403	0.94	308677405.925	4820824.706%	36279497.524	4763505.555%	0.06633	0.766
Ovary-AdenoCA::SP102090	8356	0.909	402828112.433	4820824.706%	47345190.682	4435544.191%	0.09035	0.72
Ovary-AdenoCA::SP101795	10174	0.954	1338384719.42	13154951.046%	163338813.684	13003907.783%	0.05148	0.851
Ovary-AdenoCA::SP102187	10175	0.933	490518913.836	4820824.706%	57651743.841	4882020.599%	0.07444	0.719
Ovary-AdenoCA::SP101515	6428	0.945	309882612.102	4820824.706%	36421133.108	4689373.955%	0.0587	0.796
Ovary-AdenoCA::SP101931	13965	0.903	1837088913.574	13154951.046%	224201606.02	12772598.718%	0.09467	0.699
Ovary-AdenoCA::SP101610	6816	0.94	608901126.795	8933408.55%	72137377.114	8848980.718%	0.06707	0.773
Ovary-AdenoCA::SP61703	8091	0.947	390052926.962	4820824.706%	45843713.388	4704404.25%	0.05696	0.804
Ovary-AdenoCA::SP59707	1947	0.875	93861457.026	4820824.706%	11031708.828	4000279.403%	0.14284	0.724
Ovary-AdenoCA::SP68659	5255	0.959	253334338.3	4820824.706%	29774902.562	4784557.068%	0.04547	0.838
Ovary-AdenoCA::SP62616	13853	0.949	1237545086.487	8933408.55%	146613759.56	9200084.466%	0.0633	0.79
Ovary-AdenoCA::SP59761	5617	0.95	270785723.736	4820824.706%	31825990.276	4670671.358%	0.05781	0.818
Ovary-AdenoCA::SP66960	4235	0.924	204161926.299	4820824.706%	23995544.82	4392939.491%	0.0789	0.781
Ovary-AdenoCA::SP61453	5064	0.923	244126563.112	4820824.706%	28692660.326	4348920.533%	0.0856	0.786
Ovary-AdenoCA::SP63796	5517	0.95	265964899.03	4820824.706%	31259386.954	4657230.756%	0.05376	0.822
Ovary-AdenoCA::SP69155	3980	0.894	191868823.299	4820824.706%	22550717.288	4290808.073%	0.11785	0.707
Ovary-AdenoCA::SP59950	19067	0.958	919186646.693	4820824.706%	108033932.269	4885621.653%	0.04886	0.823
Ovary-AdenoCA::SP59938	7170	0.951	943209989.998	13154951.046%	115111018.228	13284385.191%	0.05822	0.834
Ovary-AdenoCA::SP64976	7473	0.972	360260230.279	4820824.706%	42342116.626	4822598.944%	0.03648	0.886
Ovary-AdenoCA::SP64296	11445	0.947	1022428608.593	8933408.55%	121128587.926	9099974.255%	0.06009	0.785
Ovary-AdenoCA::SP65807	11920	0.95	1568070164.683	13154951.046%	191370080.02	13460660.957%	0.06127	0.827
Ovary-AdenoCA::SP59803	8551	0.961	412228720.61	4820824.706%	48450072.263	4738994.566%	0.0497	0.853
Ovary-AdenoCA::SP66159	11586	0.952	1524132628.19	13154951.046%	186007890.177	13745112.505%	0.06454	0.828
Ovary-AdenoCA::SP63356	6597	0.955	318029805.855	4820824.706%	37378698.167	4797754.862%	0.05077	0.821
Ovary-AdenoCA::SP68348	9418	0.951	1238933289.512	13154951.046%	151201598.574	13102657.211%	0.05407	0.839
Ovary-AdenoCA::SP62450	3113	0.907	150072273.098	4820824.706%	17638282.505	4300370.387%	0.09499	0.747
Ovary-AdenoCA::SP67428	7164	0.964	942420692.935	13154951.046%	115014679.436	13271358.429%	0.04734	0.876
Ovary-AdenoCA::SP61713	6488	0.947	312775106.925	4820824.706%	36761104.283	4769698.633%	0.06105	0.793
Ovary-AdenoCA::SP68725	4517	0.951	403522064.222	8933408.55%	47805837.925	9110701.155%	0.06029	0.801
Ovary-AdenoCA::SP67609	12937	0.948	623670092.215	4820824.706%	73301273.868	4908489.798%	0.06179	0.779
Ovary-AdenoCA::SP62110	8994	0.926	433584974.058	4820824.706%	50960078.498	4404453.459%	0.08002	0.785
Ovary-AdenoCA::SP64546	5392	0.94	259938868.148	4820824.706%	30551167.95	4858225.116%	0.0703	0.749
Ovary-AdenoCA::SP63546	9567	0.942	461208299.623	4820824.706%	54206742.922	4651520.65%	0.05808	0.792
Ovary-AdenoCA::SP60322	5908	0.912	284814323.63	4820824.706%	33474848.298	4827807.417%	0.10136	0.64
Ovary-AdenoCA::SP60243	6006	0.95	289538731.842	4820824.706%	34030083.363	4771033.974%	0.05232	0.804
Ovary-AdenoCA::SP63966	5907	0.882	284766115.383	4820824.706%	33469106.859	4173487.607%	0.11414	0.702
Ovary-AdenoCA::SP60362	4057	0.917	195580858.322	4820824.706%	22987000.93	4412449.948%	0.08367	0.755
Ovary-AdenoCA::SP69077	16149	0.939	2124393044.419	13154951.046%	259264766.566	13674566.412%	0.06994	0.783
Ovary-AdenoCA::SP67346	10066	0.934	485264214.906	4820824.706%	57034101.677	4686730.482%	0.07091	0.756
Ovary-AdenoCA::SP66687	6732	0.964	324537919.208	4820824.706%	38143592.734	4734795.823%	0.03913	0.864
Ovary-AdenoCA::SP63716	4208	0.958	202860303.628	4820824.706%	23842573.65	4656131.047%	0.05149	0.849
Ovary-AdenoCA::SP65376	14389	0.949	1892865906.009	13154951.046%	231008769.17	13756086.653%	0.06588	0.818
Ovary-AdenoCA::SP61343	5431	0.944	261818989.783	4820824.706%	30772105.213	4593225.014%	0.06112	0.811
Ovary-AdenoCA::SP60001	12019	0.945	1581093566.219	13154951.046%	192959513.6	13725925.214%	0.06646	0.802
Ovary-AdenoCA::SP59860	9467	0.936	456387474.917	4820824.706%	53640125.743	4553968.663%	0.0658	0.788
Ovary-AdenoCA::SP60610	3250	0.931	156676802.945	4820824.706%	18414519.263	4342636.366%	0.07652	0.814
Ovary-AdenoCA::SP64036	7871	0.957	1035426196.831	13154951.046%	126365252.848	13452287.841%	0.0522	0.852
