Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Prost-AdenoCA::SP112963	3610	0.436	96022073.203	2659891.224%	21794495.123	3645747.205%	0.63298	0.226
Prost-AdenoCA::SP112801	3911	0.555	104028345.789	2659891.224%	23611705.543	4575679.932%	0.51267	0.366
Prost-AdenoCA::SP112997	3218	0.528	85595299.603	2659891.224%	19427872.896	4096356.073%	0.51849	0.336
Prost-AdenoCA::SP112973	3537	0.54	94080352.609	2659891.224%	21353744.957	4033541.404%	0.50831	0.358
Prost-AdenoCA::SP112819	3545	0.498	94293143.907	2659891.224%	21402072.473	4147431.454%	0.58473	0.288
Prost-AdenoCA::SP112941	3385	0.639	90037317.948	2659891.224%	20436055.301	4326033.378%	0.49853	0.509
Prost-AdenoCA::SP112965	3613	0.615	96101869.94	2659891.224%	21812565.398	4432743.285%	0.46922	0.47
Prost-AdenoCA::SP112791	3288	0.573	87457223.46	2659891.224%	19850461.788	4145022.792%	0.50896	0.405
Prost-AdenoCA::SP112949	1663	0.496	44233991.063	2659891.224%	10039944.993	3759488.069%	0.58014	0.304
Prost-AdenoCA::SP112857	3403	0.521	90516098.368	2659891.224%	20544784.41	4372725.507%	0.5432	0.313
Prost-AdenoCA::SP112843	5216	0.56	138739926.268	2659891.224%	31490345.736	4899407.059%	0.51324	0.375
Prost-AdenoCA::SP112915	4144	0.512	110225892.342	2659891.224%	25018394.607	4342175.8%	0.54964	0.299
Prost-AdenoCA::SP112837	4323	0.592	114987097.633	2659891.224%	26099044.022	4723029.518%	0.54578	0.434
Prost-AdenoCA::SP112823	2222	0.448	59102783.008	2659891.224%	13414786.464	3818638.86%	0.60449	0.232
Prost-AdenoCA::SP102633	1757	0.541	46734288.814	2659891.224%	10607457.52	4460183.858%	0.54834	0.345
Prost-AdenoCA::SP112899	2998	0.483	79743538.909	2659891.224%	18099724.454	4689834.758%	0.60661	0.233
Prost-AdenoCA::SP112893	3207	0.523	85302711.568	2659891.224%	19361499.98	4764378.821%	0.57005	0.304
Prost-AdenoCA::SP112895	3002	0.438	79849934.558	2659891.224%	18123835.897	3538650.985%	0.63356	0.236
Prost-AdenoCA::SP102626	3205	0.597	85249513.744	2659891.224%	19349401.009	4872729.848%	0.49309	0.447
Prost-AdenoCA::SP112795	3831	0.525	101900432.809	2659891.224%	23128718.568	4228793.758%	0.52674	0.326
Prost-AdenoCA::SP112927	2866	0.533	76232482.493	2659891.224%	17302735.168	3712554.634%	0.56595	0.361
Prost-AdenoCA::SP112779	5554	0.394	147730358.607	2659891.224%	33530980.6	3859079.346%	0.75456	0.148
Prost-AdenoCA::SP112975	3520	0.53	93628171.101	2659891.224%	21251124.108	4136198.102%	0.55832	0.338
Prost-AdenoCA::SP112867	2819	0.538	74982333.618	2659891.224%	17019025.916	4509383.72%	0.55557	0.339
Prost-AdenoCA::SP112903	5367	0.479	142756362.017	2659891.224%	32402007.666	4633773.591%	0.62491	0.227
Prost-AdenoCA::SP112933	2991	0.493	79557346.524	2659891.224%	18057428.353	4021060.755%	0.57643	0.286
Prost-AdenoCA::SP112869	6930	0.536	184330461.855	2659891.224%	41838228.712	4899775.329%	0.61893	0.328
Prost-AdenoCA::SP112999	1252	0.517	33301838.13	2659891.224%	7558645.952	4374644.226%	0.61388	0.307
Prost-AdenoCA::SP112939	2527	0.49	67215451.242	2659891.224%	15256135.565	3862634.649%	0.59597	0.291
Prost-AdenoCA::SP112921	3724	0.571	99054349.199	2659891.224%	22482748.749	4885338.168%	0.5146	0.396
Prost-AdenoCA::SP112901	2732	0.57	72668228.252	2659891.224%	16493769.119	4423018.934%	0.49587	0.394
Prost-AdenoCA::SP112831	2228	0.468	59262376.481	2659891.224%	13451016.004	4138284.446%	0.60126	0.24
Prost-AdenoCA::SP112891	2576	0.519	68518797.942	2659891.224%	15551963.365	4139881.053%	0.55693	0.32
Prost-AdenoCA::SP112775	3733	0.546	99293739.409	2659891.224%	22537100.525	4987024.054%	0.53929	0.348
Prost-AdenoCA::SP112897	4337	0.501	115359482.405	2659891.224%	26183580.124	4179828.295%	0.54819	0.29
Prost-AdenoCA::SP112885	2915	0.422	77535829.193	2659891.224%	17598597.68	3455804.541%	0.64883	0.22
Prost-AdenoCA::SP112789	7936	0.557	211088967.573	2659891.224%	47911704.021	4987745.63%	0.57453	0.371
Prost-AdenoCA::SP102630	5114	0.551	136026837.219	2659891.224%	30874568.117	5157004.418%	0.55185	0.364
Prost-AdenoCA::SP112971	3851	0.354	102432411.054	2659891.224%	23249455.223	2771863.113%	0.77148	0.182
Prost-AdenoCA::SP112821	2355	0.484	62640438.336	2659891.224%	14217746.898	4249332.055%	0.58553	0.258
Prost-AdenoCA::SP112813	1957	0.538	52054071.263	2659891.224%	11814915.724	4665701.38%	0.54255	0.334
Prost-AdenoCA::SP112961	3287	0.506	87430624.548	2659891.224%	19844416.401	3551246.749%	0.57792	0.33
Prost-AdenoCA::SP112977	2940	0.504	78200801.999	2659891.224%	17749535.096	4243944.842%	0.5486	0.292
Prost-AdenoCA::SP112905	3295	0.529	87643415.846	2659891.224%	19892732.573	3968518.831%	0.54665	0.343
Prost-AdenoCA::SP102647	3351	0.621	89132954.932	2659891.224%	20230828.498	4843141.443%	0.47896	0.493
Prost-AdenoCA::SP112873	3311	0.53	88068998.442	2659891.224%	19989361.356	4534670.707%	0.55269	0.322
Prost-AdenoCA::SP112959	444	0.477	11809917.037	2659891.225%	2680541.992	4007510.096%	0.67657	0.262
Prost-AdenoCA::SP112931	2521	0.572	67055857.769	2659891.224%	15219903.562	4314427.491%	0.49754	0.399
Prost-AdenoCA::SP112865	3331	0.522	88600976.687	2659891.224%	20110085.877	4108096.274%	0.56449	0.326
Prost-AdenoCA::SP113003	1841	0.557	48968597.442	2659891.224%	11114592.62	4793222.282%	0.53322	0.369
Prost-AdenoCA::SP113001	2140	0.457	56921672.203	2659891.224%	12919722.264	3669457.683%	0.59516	0.254
Prost-AdenoCA::SP112879	2065	0.543	54926753.785	2659891.224%	12466932.963	4496480.447%	0.53783	0.346
Prost-AdenoCA::SP112945	3323	0.601	88388185.389	2659891.224%	20061782.72	4634912.233%	0.46672	0.448
Prost-AdenoCA::SP112935	2938	0.456	78147604.175	2659891.224%	17737450.405	3664027.421%	0.64347	0.253
Prost-AdenoCA::SP112863	3562	0.54	94745325.415	2659891.224%	21504723.129	4813996.975%	0.53025	0.335
Prost-AdenoCA::SP112983	8344	0.511	221941323.769	2659891.224%	50374943.204	4894033.731%	0.60226	0.277
Prost-AdenoCA::SP112809	4771	0.556	126903410.319	2659891.224%	28803710.94	4172168.666%	0.53053	0.376
Prost-AdenoCA::SP112923	3218	0.496	85595299.603	2659891.224%	19427870.907	3818632.246%	0.56298	0.302
Prost-AdenoCA::SP112853	2605	0.49	69290166.397	2659891.224%	15727051.252	4062508.617%	0.57125	0.279
Prost-AdenoCA::SP113005	1103	0.488	29338600.206	2659891.224%	6659096.353	4222830.034%	0.58691	0.268
Prost-AdenoCA::SP112957	4958	0.512	131877406.909	2659891.224%	29932755.572	4800504.954%	0.60221	0.282
Prost-AdenoCA::SP112783	2968	0.513	78945571.542	2659891.224%	17918576.576	4288311.87%	0.55015	0.305
Prost-AdenoCA::SP112943	2171	0.499	57746238.483	2659891.224%	13106887.465	4279801.415%	0.56748	0.281
Prost-AdenoCA::SP112861	2775	0.288	73811981.479	2659891.224%	16753365.336	2177873.04%	1.10145	0.147
Prost-AdenoCA::SP112917	3930	0.518	104533725.121	2659891.224%	23726442.335	4749013.154%	0.58043	0.295
Prost-AdenoCA::SP112787	5134	0.51	136558815.464	2659891.224%	30995251.61	4018673.03%	0.58786	0.312
Prost-AdenoCA::SP112995	2569	0.516	68332605.556	2659891.224%	15509709.186	4258932.728%	0.53608	0.31
Prost-AdenoCA::SP112811	2877	0.546	76525070.528	2659891.224%	17369178.93	4408321.658%	0.51648	0.355
Prost-AdenoCA::SP112797	3080	0.477	81924649.713	2659891.224%	18594736.68	3772287.364%	0.56098	0.277
Prost-AdenoCA::SP112909	5092	0.478	135441661.15	2659891.224%	30741749.668	4486981.341%	0.60408	0.235
Prost-AdenoCA::SP112781	3393	0.478	90250109.246	2659891.224%	20484412.772	4031700.802%	0.57662	0.263
Prost-AdenoCA::SP112991	3822	0.556	101661042.599	2659891.224%	23074394.906	4669667.393%	0.52046	0.367
Prost-AdenoCA::SP112907	5482	0.561	145815236.925	2659891.224%	33096170.376	3996993.767%	0.55334	0.391
Prost-AdenoCA::SP112817	2376	0.485	63199015.493	2659891.224%	14344526.346	4181917.699%	0.60217	0.264
Prost-AdenoCA::SP112993	3220	0.533	85648497.428	2659891.224%	19439963.53	4424852.418%	0.53904	0.332
Prost-AdenoCA::SP112827	2602	0.458	69210369.66	2659891.224%	15708936.225	3736369.913%	0.60522	0.251
Prost-AdenoCA::SP112855	2186	0.534	58145222.167	2659891.224%	13197442.515	4471423.461%	0.53265	0.332
Prost-AdenoCA::SP112969	2401	0.549	63863988.299	2659891.224%	14495444.515	4385336.536%	0.51341	0.359
Prost-AdenoCA::SP112883	2707	0.517	72003255.446	2659891.224%	16342842.438	4104311.947%	0.54332	0.319
Prost-AdenoCA::SP112929	3458	0.567	91979038.542	2659891.224%	20876828.584	4672173.824%	0.52766	0.387
Prost-AdenoCA::SP112833	3046	0.488	81020286.697	2659891.224%	18389511.144	4687877.702%	0.60204	0.242
Prost-AdenoCA::SP112777	16016	0.414	426008178.51	2659891.224%	96692973.251	4550188.541%	0.78649	0.12
Prost-AdenoCA::SP112887	2852	0.554	75860097.722	2659891.224%	17218259.089	4725514.218%	0.51074	0.363
Prost-AdenoCA::SP112877	484	0.45	12873873.526	2659891.224%	2922035.196	4134863.467%	0.67771	0.213
Prost-AdenoCA::SP112871	3212	0.532	85435706.13	2659891.224%	19391654.271	4212909.949%	0.51057	0.338
Prost-AdenoCA::SP112875	8955	0.498	238193259.15	2659891.224%	54063724.681	4877488.889%	0.6317	0.252
Prost-AdenoCA::SP112913	7541	0.482	200582397.237	2659891.224%	45527028.934	4717077.205%	0.65396	0.23
Prost-AdenoCA::SP112849	3690	0.542	98149986.183	2659891.224%	22277474.911	4518655.336%	0.53979	0.345
Prost-AdenoCA::SP112881	2174	0.555	57826035.22	2659891.224%	13124988.801	4452911.197%	0.53063	0.367
Prost-AdenoCA::SP112951	554	0.488	14735797.384	2659891.225%	3344641.227	4206513.557%	0.64418	0.268
Prost-AdenoCA::SP112845	2584	0.52	68731589.24	2659891.224%	15600271.307	4368264.679%	0.52638	0.312
Prost-AdenoCA::SP114910	7012	0.574	186511572.659	2659891.224%	42333193.707	4384282.535%	0.51382	0.401
Prost-AdenoCA::SP114906	5429	0.57	144405494.576	2659891.224%	32776219.79	4280072.68%	0.50913	0.398
Prost-AdenoCA::SP114921	9650	0.584	256679503.16	2659891.224%	58259487.319	4638964.739%	0.50488	0.417
Prost-AdenoCA::SP114901	8617	0.6	229202826.812	2659891.224%	52023031.177	4964560.845%	0.53623	0.459
Prost-AdenoCA::SP114926	3994	0.566	106236055.505	2659891.224%	24112760.734	4140239.046%	0.49883	0.393
Prost-AdenoCA::SP114974	5698	0.654	151560601.97	2659891.224%	34400227.723	4783321.152%	0.43443	0.552
Prost-AdenoCA::SP114958	4593	0.573	122168803.939	2659891.224%	27729080.067	4295160.743%	0.49856	0.401
Prost-AdenoCA::SP114935	3810	0.562	101341855.652	2659891.224%	23001906.145	4096616.018%	0.50305	0.389
Prost-AdenoCA::SP114900	8782	0.593	233591647.332	2659891.224%	53019188.319	4986182.992%	0.54092	0.446
Prost-AdenoCA::SP114941	6566	0.634	174648457.798	2659891.224%	39640549.847	4575344.694%	0.48034	0.506
Prost-AdenoCA::SP114937	6283	0.624	167120965.633	2659891.224%	37932017.703	4575136.162%	0.47696	0.488
Prost-AdenoCA::SP114945	6895	0.641	183399499.927	2659891.224%	41626793.011	4546678.052%	0.47027	0.518
Prost-AdenoCA::SP114943	6812	0.636	181191790.21	2659891.224%	41125706.96	4551671.618%	0.47497	0.509
Prost-AdenoCA::SP114949	3963	0.548	105411489.225	2659891.224%	23925616.785	4143605.403%	0.51716	0.365
Prost-AdenoCA::SP114960	4646	0.554	123578546.288	2659891.224%	28049065.619	4283972.97%	0.52459	0.371
Prost-AdenoCA::SP114962	16980	0.569	451649529.913	2659891.224%	102512707.124	5155167.552%	0.63207	0.404
Prost-AdenoCA::SP114996	11960	0.568	318122990.445	2659891.224%	72205621.421	4949695.284%	0.67285	0.391
Prost-AdenoCA::SP114987	12409	0.564	330065902.043	2659891.224%	74916355.645	4944420.366%	0.6615	0.383
Prost-AdenoCA::SP114966	17165	0.567	456570328.679	2659891.224%	103629606.083	5159457.085%	0.63564	0.399
Prost-AdenoCA::SP114903	8342	0.577	221888125.944	2659891.224%	50362729.673	4366198.274%	0.48766	0.406
Prost-AdenoCA::SP114914	6605	0.557	175685815.376	2659891.224%	39876036.538	4280217.935%	0.52065	0.375
Prost-AdenoCA::SP114944	7420	0.653	197363928.855	2659891.224%	44796339.878	4586525.604%	0.47556	0.54
Prost-AdenoCA::SP114930	4577	0.589	121743221.344	2659891.224%	27632471.008	4261323.147%	0.48919	0.427
Prost-AdenoCA::SP114946	3718	0.54	98894755.725	2659891.224%	22446491.75	4102035.056%	0.52796	0.355
Prost-AdenoCA::SP114951	3955	0.56	105198697.927	2659891.224%	23877308.363	4104381.61%	0.51231	0.386
Prost-AdenoCA::SP114953	5372	0.562	142889356.578	2659891.224%	32432090.933	4164111.158%	0.51081	0.387
Prost-AdenoCA::SP114924	6902	0.586	183585692.312	2659891.224%	41669095.813	4474070.938%	0.4982	0.421
Prost-AdenoCA::SP114957	4433	0.568	117912977.98	2659891.224%	26763121.187	4269244.071%	0.497	0.394
Prost-AdenoCA::SP114986	5921	0.658	157492159.4	2659891.224%	35746535.973	4837805.23%	0.43024	0.565
Prost-AdenoCA::SP114971	5874	0.653	156242010.525	2659891.224%	35462785.503	4803826.841%	0.43445	0.553
Prost-AdenoCA::SP114991	11919	0.564	317032435.043	2659891.224%	71958097.89	4945826.056%	0.67455	0.384
Prost-AdenoCA::SP114992	12779	0.558	339907499.574	2659891.224%	77150148.397	4932566.431%	0.68208	0.372
Prost-AdenoCA::SP114920	6448	0.567	171509786.153	2659891.224%	38928187.894	4359355.23%	0.51598	0.391
Prost-AdenoCA::SP114898	7343	0.613	195315812.612	2659891.224%	44331535.591	4786248.028%	0.49354	0.475
Prost-AdenoCA::SP114932	4191	0.566	111476041.217	2659891.224%	25302100.504	4170446.139%	0.51052	0.393
Prost-AdenoCA::SP114934	4231	0.584	112539997.707	2659891.224%	25543579.267	4168532.03%	0.49593	0.421
Prost-AdenoCA::SP114968	17279	0.561	459602604.674	2659891.224%	104317857.098	5124582.369%	0.63334	0.385
Prost-AdenoCA::SP114982	6043	0.662	160737226.694	2659891.224%	36483079.136	4860899.01%	0.4156	0.576
Prost-AdenoCA::SP114973	5863	0.67	155949422.49	2659891.224%	35396370.01	4864254.754%	0.41113	0.59
Prost-AdenoCA::SP114908	6113	0.568	162599150.551	2659891.224%	36905697.803	4261216.0%	0.50838	0.393
Prost-AdenoCA::SP114904	6487	0.574	172547143.731	2659891.224%	39163639.931	4405007.694%	0.51817	0.401
Prost-AdenoCA::SP114918	6395	0.557	170100043.804	2659891.224%	38608219.371	4331436.995%	0.51778	0.375
Prost-AdenoCA::SP114984	5252	0.658	139697487.109	2659891.224%	31707614.867	4802750.957%	0.43126	0.562
Prost-AdenoCA::SP114994	11908	0.566	316739847.009	2659891.224%	71891686.436	4954123.297%	0.6725	0.389
Prost-AdenoCA::SP114978	5518	0.654	146772797.766	2659891.224%	33313518.69	4734470.47%	0.43565	0.549
Prost-AdenoCA::SP114912	6116	0.57	162678947.288	2659891.224%	36923818.463	4361709.032%	0.51157	0.396
Prost-AdenoCA::SP114917	6299	0.576	167546548.229	2659891.224%	38028631.542	4373294.557%	0.51172	0.405
Prost-AdenoCA::SP114980	6229	0.669	165684624.372	2659891.224%	37606000.794	4848078.813%	0.41542	0.586
Prost-AdenoCA::SP114976	5867	0.671	156055818.139	2659891.224%	35420516.779	4851611.228%	0.40941	0.591
Prost-AdenoCA::SP114916	6668	0.556	177361546.847	2659891.224%	40256384.22	4280990.69%	0.52055	0.373
Prost-AdenoCA::SP125579	44	0.226	1170352.139	2659891.225%	265640.364	2864473.712%	1.71518	0.01
Prost-AdenoCA::SP111131	2892	0.491	76924054.211	2659891.224%	17459741.699	4037390.481%	0.56495	0.282
Prost-AdenoCA::SP111126	4017	0.584	106847830.487	2659891.224%	24251656.544	4847840.159%	0.4961	0.421
Prost-AdenoCA::SP111146	2625	0.572	69822144.642	2659891.224%	15847795.262	4717337.023%	0.50623	0.396
Prost-AdenoCA::SP111123	4188	0.514	111396244.48	2659891.224%	25284018.602	4150490.783%	0.53883	0.312
Prost-AdenoCA::SP111127	4851	0.483	129031323.299	2659891.224%	29286724.008	3965047.004%	0.59283	0.274
Prost-AdenoCA::SP111121	801	0.463	21305728.708	2659891.224%	4835840.349	3746912.59%	0.64251	0.258
Prost-AdenoCA::SP111156	3113	0.57	82802413.817	2659891.224%	18793977.593	4740108.579%	0.52052	0.393
Prost-AdenoCA::SP111122	2829	0.507	75248322.74	2659891.224%	17079380.014	3890660.684%	0.55795	0.313
Prost-AdenoCA::SP111129	3440	0.553	91500258.121	2659891.224%	20768157.883	4555231.215%	0.53625	0.363
Prost-AdenoCA::SP111152	2642	0.581	70274326.15	2659891.224%	15950408.04	4328887.368%	0.51656	0.413
Prost-AdenoCA::SP111154	4299	0.583	114348723.74	2659891.224%	25954167.803	4920922.197%	0.50182	0.422
Prost-AdenoCA::SP111124	1544	0.489	41068720.506	2659891.224%	9321515.936	3823634.519%	0.56216	0.292
Prost-AdenoCA::SP111128	2082	0.545	55378935.293	2659891.224%	12569556.665	4247247.528%	0.50704	0.358
Prost-AdenoCA::SP111125	3339	0.576	88813767.985	2659891.224%	20158398.846	4811868.623%	0.48061	0.404
Prost-AdenoCA::SP111130	1862	0.523	49527174.599	2659891.224%	11241372.152	4398078.701%	0.54189	0.315
Prost-AdenoCA::SP106835	1185	0.462	31519711.01	2659891.224%	7154142.546	3599594.206%	0.63065	0.265
Prost-AdenoCA::SP106834	3072	0.453	81711858.415	2659891.224%	18546444.086	3663574.196%	0.6066	0.248
Prost-AdenoCA::SP106825	6433	0.51	171110802.47	2659891.224%	38837656.147	4136910.238%	0.55124	0.305
Prost-AdenoCA::SP106841	1607	0.499	42744451.977	2659891.224%	9701861.648	3866081.358%	0.56378	0.304
Prost-AdenoCA::SP106827	3411	0.434	90728889.666	2659891.224%	20593080.856	3620344.941%	0.62779	0.225
Prost-AdenoCA::SP106833	2889	0.467	76844257.475	2659891.224%	17441626.828	3784377.044%	0.60228	0.261
Prost-AdenoCA::SP106839	3574	0.495	95064512.362	2659891.224%	21577137.053	3885445.844%	0.58348	0.297
Prost-AdenoCA::SP106840	2774	0.488	73785382.567	2659891.224%	16747343.176	3963759.959%	0.59445	0.282
Prost-AdenoCA::SP106828	2471	0.454	65725912.156	2659891.224%	14918065.059	3897448.137%	0.61456	0.235
Prost-AdenoCA::SP106829	3979	0.485	105837071.821	2659891.224%	24022236.13	3959114.665%	0.58877	0.277
Prost-AdenoCA::SP106836	1079	0.457	28700226.312	2659891.224%	6514194.435	3586326.404%	0.60643	0.26
Prost-AdenoCA::SP106837	2264	0.431	60219937.322	2659891.224%	13668335.606	3340044.939%	0.63198	0.24
Prost-AdenoCA::SP80037	2828	0.493	75221723.828	2659891.224%	17073354.827	4005512.896%	0.5666	0.287
Prost-AdenoCA::SP102690	3257	0.522	86632657.181	2659891.224%	19663353.468	4550495.382%	0.56934	0.309
Prost-AdenoCA::SP80213	283	0.505	7527492.165	2659891.224%	1708538.218	3347501.915%	0.70745	0.34
Prost-AdenoCA::SP79939	1062	0.544	28248044.804	2659891.224%	6411566.051	4540477.665%	0.55428	0.348
Prost-AdenoCA::SP109649	1288	0.554	34259398.971	2659891.224%	7775986.692	4660710.148%	0.54621	0.363
Prost-AdenoCA::SP79988	1740	0.531	46282107.306	2659891.224%	10504812.375	4006844.521%	0.54036	0.345
Prost-AdenoCA::SP80183	2906	0.468	77296438.983	2659891.224%	17544267.364	3923213.61%	0.59307	0.254
Prost-AdenoCA::SP79971	2900	0.541	77136845.509	2659891.224%	17508025.436	4169688.604%	0.53422	0.354
Prost-AdenoCA::SP80217	84	0.276	2234308.629	2659891.225%	507130.904	2977975.208%	1.30774	0.064
Prost-AdenoCA::SP79968	3518	0.617	93574973.277	2659891.224%	21239046.819	4768667.321%	0.46145	0.482
Prost-AdenoCA::SP80160	381	0.496	10134185.565	2659891.224%	2300193.618	3996259.449%	0.63931	0.292
Prost-AdenoCA::SP80244	2024	0.539	53836198.383	2659891.224%	12219383.007	3877196.433%	0.53474	0.362
Prost-AdenoCA::SP79998	229	0.492	6091150.904	2659891.224%	1382527.63	3298283.17%	0.78843	0.325
Prost-AdenoCA::SP80216	2138	0.546	56868474.379	2659891.224%	12907660.037	4749830.91%	0.54834	0.347
Prost-AdenoCA::SP80042	1958	0.598	52080670.175	2659891.224%	11820938.41	4688781.667%	0.46204	0.444
Prost-AdenoCA::SP79907	3355	0.554	89239350.581	2659891.224%	20254986.968	4482958.534%	0.51444	0.366
Prost-AdenoCA::SP79958	4085	0.543	108656556.519	2659891.224%	24662178.732	4343690.235%	0.54096	0.351
Prost-AdenoCA::SP80205	3107	0.473	82642820.344	2659891.224%	18757733.531	3603134.656%	0.58139	0.281
Prost-AdenoCA::SP80014	1343	0.494	35722339.144	2659891.224%	8108035.733	4148160.503%	0.59902	0.28
Skin-Melanoma::SP124389	70873	0.557	1885144707.512	2659891.224%	427868593.737	1588667.564%	0.82002	0.507
Skin-Melanoma::SP124362	214810	0.551	5713712339.263	2659891.224%	1296831350.19	1514495.244%	0.84816	0.505
Skin-Melanoma::SP124394	105876	0.548	2816186432.809	2659891.224%	639184718.65	1491075.602%	0.83636	0.503
Skin-Melanoma::SP124334	87764	0.565	2334426934.235	2659891.224%	529842361.461	1688241.753%	0.68326	0.51
Skin-Melanoma::SP124339	2764	0.608	73519393.444	2659891.224%	16686922.621	4004136.266%	0.46341	0.462
Skin-Melanoma::SP124454	58815	0.559	1564415023.666	2659891.224%	355073002.617	1590253.375%	0.7262	0.509
Skin-Melanoma::SP124380	162971	0.562	4334851327.415	2659891.224%	983876267.741	1665299.95%	0.75498	0.508
Skin-Melanoma::SP124273	6756	0.665	179702251.125	2659891.224%	40787585.976	4481205.405%	0.46736	0.557
Skin-Melanoma::SP124357	7523	0.662	200103616.816	2659891.224%	45418150.239	4471566.286%	0.43667	0.551
Skin-Melanoma::SP124399	144375	0.557	3840217955.314	2659891.224%	871608611.729	1580700.597%	0.75777	0.507
Skin-Melanoma::SP124311	109379	0.577	2909362422.402	2659891.224%	660337335.321	1941629.344%	0.61727	0.509
Skin-Melanoma::SP124355	3815	0.595	101474850.213	2659891.224%	23032114.422	4662189.851%	0.5098	0.438
Skin-Melanoma::SP124434	85261	0.565	2267849856.887	2659891.224%	514731522.604	1696439.784%	0.7353	0.51
Skin-Melanoma::SP124428	305689	0.554	8130994885.14	2659891.224%	1845478690.836	1544401.083%	0.84595	0.507
Skin-Melanoma::SP124449	137987	0.551	3670304103.896	2659891.224%	833042629.626	1518913.861%	0.80346	0.505
Skin-Melanoma::SP124298	366716	0.554	9754246702.691	2659891.224%	2213911058.046	1658453.498%	0.79533	0.499
Skin-Melanoma::SP124431	92652	0.569	2464442417.287	2659891.224%	559353041.823	1815038.927%	0.6836	0.507
Skin-Melanoma::SP124396	47507	0.573	1263634524.004	2659891.224%	286806238.097	1799949.862%	0.65798	0.513
Skin-Melanoma::SP124409	245674	0.547	6534661166.78	2659891.224%	1483159041.232	1457689.475%	0.84707	0.503
Skin-Melanoma::SP124341	14266	0.647	379460082.081	2659891.224%	86127366.714	4794239.776%	0.52218	0.54
Skin-Melanoma::SP124353	3474	0.587	92404621.138	2659891.224%	20973393.636	4307568.972%	0.54087	0.424
Skin-Melanoma::SP124278	4789	0.61	127382190.739	2659891.224%	28912379.534	4558685.05%	0.50813	0.463
Skin-Melanoma::SP124376	55168	0.56	1467408790.71	2659891.224%	333055823.818	1620376.261%	0.7725	0.509
Skin-Melanoma::SP124346	25188	0.608	669973401.617	2659891.224%	152064567.818	2523430.003%	0.47224	0.515
Skin-Melanoma::SP124439	319683	0.561	8503220063.09	2659891.224%	1929966346.105	1667713.103%	0.79698	0.507
Skin-Melanoma::SP124351	6978	0.608	185607209.643	2659891.224%	42127390.755	2355710.601%	0.49556	0.524
Skin-Melanoma::SP124406	73754	0.574	1961776173.688	2659891.224%	445262741.419	1777671.981%	0.63376	0.516
Skin-Melanoma::SP124323	5195	0.375	138181349.111	2659891.224%	31363519.503	2920464.632%	0.86006	0.196
Skin-Melanoma::SP124391	7610	0.636	202417722.181	2659891.224%	45943414.712	4455275.189%	0.5098	0.505
Skin-Melanoma::SP124423	32918	0.559	875582993.268	2659891.224%	198729879.747	1609551.551%	0.79594	0.508
Skin-Melanoma::SP124382	478961	0.559	12739841607.586	2659891.224%	2891549790.446	1699883.455%	0.74691	0.503
Skin-Melanoma::SP124415	859178	0.553	22853200224.491	2659891.224%	5186954788.623	1549988.338%	0.84023	0.505
Skin-Melanoma::SP124436	318815	0.559	8480132207.262	2659891.224%	1924725432.985	1643147.035%	0.6739	0.506
Skin-Melanoma::SP124460	163978	0.558	4361636432.045	2659891.224%	989953813.767	1567826.31%	0.77633	0.51
Skin-Melanoma::SP124425	91518	0.567	2434279250.801	2659891.224%	552506098.703	1726189.689%	0.67069	0.51
Skin-Melanoma::SP124456	44897	0.562	1194211363.046	2659891.224%	271048841.324	1673088.125%	0.6992	0.507
Skin-Melanoma::SP124367	155967	0.57	4148552546.054	2659891.224%	941592638.861	1711345.993%	0.675	0.515
Skin-Melanoma::SP124281	4393	0.42	116849021.491	2659891.224%	26521577.589	2735714.511%	0.81334	0.267
Skin-Melanoma::SP124377	61019	0.569	1623039026.253	2659891.224%	368380157.852	1806627.459%	0.6834	0.507
Skin-Melanoma::SP124412	77288	0.566	2055776729.561	2659891.224%	466597418.006	1688864.985%	0.68223	0.511
Skin-Melanoma::SP124333	45207	0.563	1202457025.842	2659891.224%	272920431.505	1693129.676%	0.6809	0.508
Skin-Melanoma::SP124359	7406	0.608	196991544.084	2659891.224%	44711870.335	4644682.881%	0.46681	0.46
Skin-Melanoma::SP124286	2146	0.668	57081265.677	2659891.224%	12955865.303	3577794.512%	0.39053	0.556
Skin-Melanoma::SP124329	51726	0.557	1375855334.764	2659891.224%	312275874.839	1584239.268%	0.75133	0.507
Skin-Melanoma::SP124326	61290	0.559	1630247331.472	2659891.224%	370015067.715	1617505.191%	0.71081	0.508
Skin-Melanoma::SP124458	161511	0.563	4296016915.538	2659891.224%	975062159.791	1673515.952%	0.74426	0.509
Skin-Melanoma::SP124401	435965	0.56	11596194776.717	2659891.224%	2631976263.854	1681056.378%	0.74524	0.505
Skin-Melanoma::SP124264	13376	0.582	355787050.184	2659891.224%	80754358.16	4953954.916%	0.62331	0.42
Skin-Melanoma::SP124384	177782	0.582	4728807816.669	2659891.224%	1073295420.104	1898612.123%	0.57036	0.518
Skin-Melanoma::SP124403	10822	0.572	287853428.311	2659891.224%	65333956.155	1854864.167%	0.59319	0.508
Skin-Melanoma::SP124462	114171	0.559	3036824409.878	2659891.224%	689263977.979	1615693.548%	0.75093	0.508
Skin-Melanoma::SP124271	18976	0.653	504740958.754	2659891.224%	114562403.682	3849277.589%	0.3994	0.531
